STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DISTRICT,GLOBALID
Supermarket,Safeway,,12200 E Mississippi Ave,,Aurora,CO,80012,(303) 751-6603,,,541105,445110,22964000.0,,89.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.84594,39.696025,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,3900 Wadsworth Blvd,,Wheat Ridge,CO,80033,(303) 456-2670,,,541105,445110,33543000.0,,130.0,100 to 249,,"40,000+",InfoGroup2014,-105.080137,39.771096,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Viet Hoa Supermarket,,225 S Sheridan Blvd # B,,Lakewood,CO,80226,(303) 975-9900,,,541105,445110,4386000.0,,17.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.054839,39.712605,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Walmart,,3615 W Bowles Ave,,Littleton,CO,80123,(303) 218-4873,,,541105,445110,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.034773,39.610526,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Closed Supermarket,Walmart,,8196 W Bowles Ave,,Littleton,CO,80123,(303) 973-0612,,,541105,445110,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.090215,39.608072,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Whole Foods,,870 S Colorado Blvd # A,,Denver,CO,80246,(303) 691-0101,,,541105,445110,23222000.0,,90.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.939495,39.700906,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Whole Foods,,444 S Wadsworth Blvd,,Lakewood,CO,80226,(303) 935-5000,,,541105,445110,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-105.081349,39.708021,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Whole Foods,,5155 S Wadsworth Blvd,,Littleton,CO,80123,(303) 586-5220,,,541105,445110,38187000.0,,148.0,100 to 249,,"40,000+",InfoGroup2014,-105.0915,39.622935,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Won's Market,,105 Sheridan Blvd,,Lakewood,CO,80226,(303) 238-6764,,,541105,445110,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.053321,39.719193,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Closed Supermarket,Leever's / Save A Lot,,6601 W. COLFAX AVE,,Lakewood,CO,80214,,,,,,,,,,,,DEH2015,-105.069723,39.740386,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Denver Halal Market,,10200 E Mississippi Ave # C,,Denver,CO,80247,(303) 751-6661,,,541105,445110,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.869098,39.696473,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Superette,Carniceria la Jerezana,,1148 Yosemite St,,Denver,CO,80220,,,,,,,,,,,,,-104.884692,39.733516,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Superette,Village East Grocery Store,,1161 S Peoria St,,Aurora,CO,80012,(303) 337-2075,,,541105,445110,1290000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.847535,39.695645,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Warehouse Club Store,Costco,,1471 S Havana St,,Aurora,CO,80012,(303) 750-0384,,,531110,452910,48436000.0,,220.0,100 to 249,,"40,000+",InfoGroup2014,-104.867785,39.690558,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Warehouse Club Store,Costco,,5195 Wadsworth Blvd,,Arvada,CO,80002,(303) 463-3603,,,531110,452910,42932000.0,,195.0,100 to 249,,"40,000+",InfoGroup2014,-105.082218,39.789881,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Warehouse Club Store,Costco,,4000 River Point Pkwy,,Sheridan,CO,80110,(303) 200-1830,,,531110,452910,37428000.0,,170.0,100 to 249,,"40,000+",InfoGroup2014,-105.006451,39.644445,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Warehouse Club Store,Sams Club,,7370 W 52nd Ave,,Arvada,CO,80002,(303) 420-8401,,,531110,452910,39630000.0,,180.0,100 to 249,,"40,000+",InfoGroup2014,-105.077661,39.788469,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Dollar Store,Dollars & Sense,,403 16th St,,Denver,CO,80202,(303) 534-1599,,,531104,452112,660000.0,,3.0,1 to 4,,"40,000+",InfoGroup2014,-104.989647,39.743513,,CBD,Council District 9,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,The Market @ Larimer,,1445 Larimer St.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.999087,39.74809,,Union Station,Council District 9,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Americanum Provisions,,3350 N BRIGHTON BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.979796,39.76874,,Five Points,Council District 9,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Sawa Meat & Sausage,,3960 Niagara St # A,,Denver,CO,80207,(720) 941-6201,,,542107,445210,420000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.910821,39.772156,,Northeast Park Hill,Council District 8,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Merkato Market,,7227 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.904326,39.740412,,South Park Hill,Council District 8,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,7800 Smith Rd,,Denver,CO,80207,(720) 941-7593,,,531102,452111,14310000.0,,65.0,50 to 99,,"40,000+",InfoGroup2014,-104.901246,39.770642,,Stapleton,Council District 8,{00000000-0000-0000-0000-000000000000}
Dollar Store,Family Dollar,,1515 W 48th Ave,,Denver,CO,80221,(303) 433-5929,,,533101,452990,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.005727,39.784287,,Chaffee Park,Council District 1,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Walgreen,,1111 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.941041,39.696077,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Cheese Co,,5575 E 3rd Ave # C,,Denver,CO,80220,(303) 394-9911,,,545103,445299,557000.0,,7.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.922706,39.721347,,Hilltop,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,6201 E 14TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.915984,39.738779,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,4040 E 8TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.939685,39.728958,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
Dollar Store,Family Dollar,,7740 E Colfax Ave # 1,,Denver,CO,80220,(303) 321-4599,,,533101,452990,846000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.897863,39.740094,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,California Bakery,,909 S ONEIDA ST,,Denver,CO,80224,,,,,,,,,,,,DEH2014,-104.909009,39.699734,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,7455 W Colfax Ave,,Lakewood,CO,80214,(303) 274-5211,,,531102,452111,77058000.0,,350.0,250 to 499,,"40,000+",InfoGroup2014,-105.07932,39.742976,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Natural Grocer - Vitamin Cottage,,3333 South Wadsworth Blvd,,Lakewood,CO,80227,,,,,,,,,,,,OED,-105.081862,39.65539,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,101 Englewood Pkwy # A,,Englewood,CO,80110,(303) 761-0013,,,541105,445110,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-104.988862,39.655678,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Natural Grocer - Vitamin Cottage,,2375 15TH ST,,,,,,,,,,,,,,,,DEH2014,-105.0489585,39.771815,,Berkeley,Council District 1,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Westernkamp's Mercado Rizo,,5106 N WASHINGTON ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.977957,39.789259,,Globeville,Council District 9,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Silver State Meats,,5140 Race Ct # 1,,Denver,CO,80216,(303) 291-5555,,,542107,445210,3993000.0,,19.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.967558,39.789739,,Elyria Swansea,Council District 9,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Sun Mart,,2405 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.958475,39.740457,,City Park,Council District 9,{00000000-0000-0000-0000-000000000000}
Convenience Store,Golden Gate Market,,3701 Williams St,,Denver,CO,80205,(303) 295-2197,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.966097,39.768252,,Cole,Council District 9,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,1645 E 17TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.967562,39.743477,,City Park West,Council District 9,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,1438 ARAPAHOE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99707,39.746428,,CBD,Council District 9,{00000000-0000-0000-0000-000000000000}
Convenience Store,Russell's,,303 16TH ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.988776,39.742805,,CBD,Council District 9,{00000000-0000-0000-0000-000000000000}
Convenience Store,Heng's and Ing's,,3060 W MISSISSIPPI AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.026135,39.69661,,Mar Lee,Council District 3,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Tri Ocean Seafood,,1175 S Federal Blvd,,Denver,CO,80219,(303) 922-0715,,,542101,445220,630000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.025742,39.695486,,Mar Lee,Council District 3,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Little Saigon Market,,375 S Federal Blvd # 104,,Denver,CO,80219,(303) 937-8860,,,541105,445110,2838000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.025107,39.709554,,Westwood,Council District 3,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,2727 W Evans Ave,,Denver,CO,80219,(303) 936-2375,,,541105,445110,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-105.021537,39.679616,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
Convenience Store,1st Avenue Market,,305 W 1ST AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99238,39.718495,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
Supercenter,Kmart,,363 S Broadway,,Denver,CO,80209,(303) 733-7757,,,531102,452111,17613000.0,,80.0,50 to 99,,"40,000+",InfoGroup2014,-104.987659,39.70987,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
Convenience Store,Jerry's Market,,601 Knox Ct,,Denver,CO,80204,(303) 615-5327,,,541105,445110,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.032864,39.726297,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
Convenience Store,Mr G's Neighborhood Grocery,,711 W 8th Ave,,Denver,CO,80204,(303) 573-0236,,X,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.996786,39.729162,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
Pharmacy,Walgreen,,3067 S SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.054148,39.657676,,Bear Valley,Council District 2,{00000000-0000-0000-0000-000000000000}
Dollar Store,Super 99 Cents,,2155 S Sheridan Blvd,,Denver,CO,80227,(303) 988-2230,,,531102,452111,1100000.0,,5.0,5 to 9,,"40,000+",InfoGroup2014,-105.056182,39.677967,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
Warehouse Club Store,Costco,,7900 W Quincy Ave,,Littleton,CO,80123,(303) 933-4931,,,531110,452910,44033000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-105.0824,39.638313,,Marston,Council District 2,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco ACS,,601 W. Mississippi Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.994789,39.696916,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Tortilleria la Pasadita,,932 S. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024757,39.699745,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco Capitol Hill,,1770 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.966342,39.739751,,Cheesman Park,Council District 10,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,3110 E 1st Ave,,Denver,CO,80206,(303) 355-5486,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.950737,39.717035,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,Capitol Convenience,,1300 N PEARL ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.979761,39.737014,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store,7-Eleven,,380 E 17TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.982516,39.74315,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Safeway Fuel,,2797 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912977,39.66699,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Conoco,,8900 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.88434,39.652782,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Bradley Petroleum,,2107 S Holly St,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.922626,39.67791,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
Pharmacy,Rite Aid,,2870 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940025,39.664426,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Diamond Shamrock,,1001 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98785,39.732328,,Civic Center,Council District 10,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Natural Grocer - Vitamin Cottage,,2053 S Colorado Blvd,,Denver,CO,80222,(303) 756-8400,,,541105,445110,2322000.0,,9.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.940927,39.679415,,University Park,Council District 6,{00000000-0000-0000-0000-000000000000}
Convenience Store,Mini Market,,1124 Yosemite St,,Denver,CO,,,,,,,,,,,,,DEH2015,-104.884692,39.733516,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Target,,1400 S Havana St,,Aurora,CO,80012,(303) 755-8530,,,531102,452111,29282000.0,,133.0,100 to 249,,"40,000+",InfoGroup2014,-104.863837,39.690713,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Target,,9390 W Cross Dr,,Littleton,CO,80123,(720) 922-1475,,,531102,452111,46235000.0,,210.0,100 to 249,,"40,000+",InfoGroup2014,-105.101398,39.611924,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Target,,460 S Vance St,,Lakewood,CO,80226,(303) 209-7749,,,531102,452111,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-105.079724,39.707789,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Target,,3650 River Point Pkwy,,Englewood,CO,80110,(303) 974-6661,,,531102,452111,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-105.005433,39.6502,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Target,,4301 E Virginia Ave,,Denver,CO,80246,(303) 209-0182,,,531102,452111,44033000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-104.93852,39.708516,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Target,,1985 Sheridan Blvd,,Edgewater,CO,80214,(720) 274-3665,,,531102,452111,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-105.053271,39.746918,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,3301 Tower Rd,,Aurora,CO,80011,(720) 374-0278,,,531102,452111,88067000.0,,400.0,250 to 499,,"40,000+",InfoGroup2014,-104.773888,39.764078,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,5957 W 44th Ave,,Wheat Ridge,CO,80212,(303) 477-5740,,,531102,452111,72655000.0,,330.0,250 to 499,,"40,000+",InfoGroup2014,-105.062386,39.776641,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,5990 Dahlia St,,Commerce City,CO,80022,(303) 287-2255,,,531102,452111,125495000.0,,570.0,500 to 999,,"40,000+",InfoGroup2014,-104.929028,39.804603,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,440 Wadsworth Blvd,,Lakewood,CO,80226,(303) 205-0754,,,531102,452111,77058000.0,,350.0,250 to 499,,"40,000+",InfoGroup2014,-105.080316,39.721614,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,9400 E Hampden Ave,,Denver,CO,80231,(720) 748-0154,,,531102,452111,14310000.0,,65.0,50 to 99,,"40,000+",InfoGroup2014,-104.878486,39.651878,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supercenter,Walmart,,601 Englewood Pkwy,,Englewood,CO,80110,(303) 789-7218,,,531102,452111,14310000.0,,65.0,50 to 99,,"40,000+",InfoGroup2014,-104.995344,39.656724,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Leever's / Save A Lot,,690 Peoria St,,Aurora,CO,80011,(303) 365-0393,,,541105,445110,4386000.0,,17.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.847093,39.727291,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Mi Pueblo Market,,6040 E 64th Ave,,Commerce City,CO,80022,(720) 638-0473,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.918294,39.81222,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Mile High Halal Market,,7950 E Mississippi Ave # C,,Denver,CO,80247,(303) 974-2188,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.895859,39.696504,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Natural Grocer - Vitamin Cottage,,6475 South Kipling,,Littleton,CO,80123,303-948-9944,,,,,,,,,,,OED,-105.111136,39.599506,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Natural Grocer - Vitamin Cottage,,1433 Washington St,,Denver,CO,,(303) 832-3000,,,,,,,,,,,OED,-104.9823539,39.7934495,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Sprouts Farmers Market,,1150 Ironton St,,Aurora,CO,80010,(720) 278-2008,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.8622272,39.6947506,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Walmart Neighborhood Market,,10400 E Colfax Ave,,Aurora,CO,80010,(303) 537-9808,,,541105,445110,,,,,,,OED,-104.867622,39.73918,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Walmart Neighborhood Market,,1442 S Parker Rd,,Denver,CO,80231,(303) 481-0182,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.891055,39.690625,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Albertsons,,10081 W Bowles Ave,,Littleton,CO,80127,(303) 978-9617,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-105.111159,39.610836,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Avanza,,10777 E Colfax Ave,,Aurora,CO,80010,(303) 537-9808,,,541105,445110,,,,,,"2,500 - 9,999",OED,-104.862557,39.740245,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,6000 S Holly St,,Greenwood Vlg,CO,80111,(720) 488-3405,,,541105,445110,42574000.0,,165.0,100 to 249,,"40,000+",InfoGroup2014,-104.921106,39.607909,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,3495 S University Blvd,,Englewood,CO,80113,(303) 806-2780,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.959563,39.653534,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,4850 E 62nd Ave,,Commerce City,CO,80022,(303) 287-3419,,,541105,445110,2064000.0,,8.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.930109,39.808608,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,1155 S Havana St # 1,,Aurora,CO,80012,(303) 755-1244,,,541105,445110,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-104.867313,39.695301,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,3190 S Parker Rd,,Aurora,CO,80014,(303) 750-2450,,,541105,445110,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-104.844339,39.659473,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,6760 S Pierce St,,Littleton,CO,80128,(303) 979-2280,,,541105,445110,42574000.0,,165.0,100 to 249,,"40,000+",InfoGroup2014,-105.072011,39.593526,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,3817 Sheridan Blvd,,Wheat Ridge,CO,80212,(303) 425-7455,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-105.0545002,39.7702503,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,4910 S Yosemite St # B2,,Greenwood Vlg,CO,80111,(303) 793-9080,,,541105,445110,43864000.0,,170.0,100 to 249,,"40,000+",InfoGroup2014,-104.884094,39.626093,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,1725 Sheridan Blvd # 1,,Edgewater,CO,80214,(303) 425-7356,,,541105,445110,36123000.0,,140.0,100 to 249,,"40,000+",InfoGroup2014,-105.053246,39.745602,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,655 Peoria St,,Aurora,CO,80011,(303) 364-9218,,,541105,445110,36123000.0,,140.0,100 to 249,,"40,000+",InfoGroup2014,-104.847266,39.726397,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,4600 Leetsdale Dr,,Glendale,CO,80246,(303) 320-3100,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.932891,39.708516,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,5050 S Federal Blvd # A,,Englewood,CO,80110,(303) 798-2521,,,541105,445110,30962000.0,,120.0,100 to 249,,"40,000+",InfoGroup2014,-105.024361,39.625724,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,9800 W Belleview Ave,,Littleton,CO,80123,(303) 978-9618,,,541105,445110,61925000.0,,240.0,100 to 249,,"40,000+",InfoGroup2014,-105.107471,39.623645,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,1927 S Wadsworth Blvd # 1,,Lakewood,CO,80227,(303) 985-8795,,,541105,445110,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-105.083221,39.681758,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,King Soopers,,6350 Sheridan Blvd # 1,,Arvada,CO,80003,(303) 429-1597,,,541105,445110,38187000.0,,148.0,100 to 249,,"40,000+",InfoGroup2014,-105.052061,39.811279,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,5025 S Kipling Pkwy,,Littleton,CO,80127,(303) 973-6770,,,541105,445110,17029000.0,,66.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.111614,39.625521,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Supermarket,Safeway,,1677 S Havana St,,Aurora,CO,80012,(303) 481-2279,,,541105,445110,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.86793,39.686454,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Specialty Food Store,Black Sea Market,,7920 E Mississippi Ave # M,,Denver,CO,80247,(303) 743-8163,,,542107,445210,210000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.895974,39.696505,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
Convenience Store,Aztlan,,4880 Chambers Rd,,Denver,CO,80239,(303) 307-8869,,,541105,445110,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.809053,39.786122,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
Discount Merchandise Market,Discount Empire Inc,,4854 Chambers Rd,,Denver,CO,80239,(303) 371-4131,,,531104,452112,660000.0,,3.0,1 to 4,,"40,000+",InfoGroup2014,-104.809596,39.785291,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
Small Grocery Store,Walmart Neighborhood Market,,5141 Chambers Rd,,Denver,CO,80239,(303) 218-6237,,,541105,445110,15739000.0,,61.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.809556,39.785584,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
Convenience Store With Gas,Z-Mart,,14125 E 52ND AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.8242,39.790605,Healthy Corner Store Initiative,Montbello,Council District 11,{00000000-0000-0000-0000-000000000000}
Closed Supermarket,Safeway,,4884 Chambers Rd,,Denver,CO,80239,,,,,,,,,,,,,-104.808876,39.786134,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
